状态,终端MAC地址,终端IP地址,关联SSID,关联频段,关联信道,关联微AP名称,关联AP名称,AC名称,位置,AC的IP地址,关联AP的IP地址,账号,终端在线时长(s)
离线,B2-57-16-8B-F1-E9,,,2.4G,,,前湖北-体育场-101,ncu-wlan-master,无线/前湖北/体育场,10.1.0.13,10.63.0.10,,0
离线,F2-68-C3-70-8F-38,10.208.154.39,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,CA-FC-B1-A4-2D-18,,NCUWLAN,5G,,,前湖南-第一教学大楼-3FBMLL-1,NCDX-AC-H3C,无线/前湖南/第一教学大楼,10.1.0.16,10.157.16.148,,0
离线,4A-8C-07-C2-66-13,10.202.241.186,NCUWLAN,5G,,,前湖北-机电楼-E507B-8口光,NCU_HW_AC1,无线/前湖北/机电楼,10.1.0.18,10.151.129.66,"785383392914614780,1,1757992758",0
离线,62-F1-9B-7F-8B-64,10.208.74.30,NCUWLAN,2.4G,6,,东湖南-大学生活动中心-1F-2,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.33,,0
离线,16-07-03-10-E7-A4,,,2.4G,,,东湖南-基础教学楼-3f-352,ncu-wlan-master,无线/东湖南/基础教学楼,10.1.0.13,10.81.0.5,"362639213517776985,1,1758069426",0
离线,96-9E-43-75-2E-7E,10.208.104.223,NCUWLAN,5G,44,,东湖南-大学生活动中心-1F-2,RUIJIE-AC,无线/东湖南/大学生活动中心,10.1.0.15,10.74.0.33,"071408002521047241,1,1751032715",0
离线,D2-E0-21-97-E6-75,10.208.197.149,NCUWLAN,2.4G,11,,东湖南-基础教学楼-345,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.112,,0
离线,16-D7-DE-1B-38-41,10.208.67.254,NCUWLAN,2.4G,1,,东湖南-科技楼-6F-06,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.6,,0
在线,C8-E2-65-92-B0-17,10.202.67.101,NCUWLAN,5G,,,前湖北-材料环境楼-A503-1,NCU_HW_AC1,无线/前湖北/环材楼,10.1.0.18,10.133.2.72,"317434701360650520,2,1758077384",8446
离线,E2-E5-A8-A8-31-F7,10.208.34.86,NCUWLAN,5G,60,,东湖南-科技楼-6F-01,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.28,,0
离线,52-9C-D9-AC-BA-FD,10.208.177.120,NCUWLAN,2.4G,11,,东湖南-科技楼-6F-04,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.120,,0
离线,D2-9B-FD-3F-F0-FA,10.182.248.94,NCUWLAN,2.4G,,,青山湖北-室外-1号门,NCDX-AC-H3C,,10.1.0.16,10.76.240.35,"536182954568318804,1,1757952953",0
离线,42-2A-3E-1B-22-32,,NCUWLAN,2.4G,,,青山湖北-附属中学-G324,AirEngine9700S-S,无线/青山湖北/附属中学,10.1.0.17,210.35.253.8,,0
离线,DE-AB-59-BE-51-F6,,NCUWLAN,5G,,,前湖北-图书馆A0501-C1,NCDX-AC-H3C,无线/前湖北/图书馆,10.1.0.16,10.152.16.193,"184909428378182265,1,1754486547",0
离线,B2-64-AE-F6-83-6C,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,32-5A-BC-8F-F2-09,,NCUWLAN,5G,,,青山湖南-网络中心-4f-01-s,NCDX-AC-H3C,无线/东湖南/网络中心,10.1.0.16,10.78.128.8,,0
离线,02-24-7A-81-37-E4,10.210.106.30,NCUWLAN,2.4G,11,,青山湖北-附属学校-49,RUIJIE-AC,无线/青山湖北/附属学校,10.1.0.15,10.76.1.171,,0
离线,9E-6F-71-2E-23-DE,10.210.228.147,NCUWLAN,2.4G,1,,青山湖北-一食堂-st02,RUIJIE-AC,无线/青山湖北/一食堂,10.1.0.15,10.76.1.203,"078967367618485349,1,1751036023",0
离线,32-F2-8F-EB-3F-9B,,,5G,,,前湖北-行政楼-4LDT,ncu-wlan-master,无线/前湖北/行政楼,10.1.0.13,10.67.0.36,,0
离线,D2-1C-42-8D-35-1A,,NCUWLAN,2.4G,,,青山湖北-室外-上海路北门,NCDX-AC-H3C,,10.1.0.16,10.76.132.226,,0
离线,AE-3F-4C-9D-1D-70,10.208.244.155,NCUWLAN,5G,36,,东湖南-医学院食堂-食堂06,RUIJIE-AC,无线/东湖南/医学院食堂,10.1.0.15,10.75.128.17,"567158690536252590,1,1752018627",0
离线,52-E2-51-28-5F-BF,10.208.205.171,NCUWLAN,2.4G,6,,东湖南-科技楼-6F-05,RUIJIE-AC,无线/东湖南/科技楼,10.1.0.15,10.75.128.21,,0
离线,52-8D-40-BF-88-BF,10.208.146.64,NCUWLAN,2.4G,1,,东湖南-3F-会议室,RUIJIE-AC,,10.1.0.15,10.74.0.27,,0
离线,30-66-D0-1B-60-34,10.202.113.82,NCUWLAN,5G,157,,前湖北-前湖大厦-822,RUIJIE-AC,无线/前湖北/前湖大厦,10.1.0.15,10.161.64.70,"452527899630588479,1,1755620381",0
离线,32-D3-EC-7F-11-6C,10.208.131.168,NCUWLAN,5G,36,,东湖南-基础教学楼-349,RUIJIE-AC,无线/东湖南/基础教学楼,10.1.0.15,10.81.0.110,,0
离线,26-E9-1E-65-F2-80,,NCU-2.4G,2.4G,,,前湖北-文法楼-2f-a-10,NCDX-AC-H3C,无线/前湖北/文法楼,10.1.0.16,10.63.0.61,,0
离线,42-BD-BE-52-0E-62,,,2.4G,,,前湖南-实验楼1-1F-1101,ncu-wlan-master,无线/前湖南/第一实验大楼,10.1.0.13,10.70.0.182,,0
在线,32-73-5C-1D-20-F3,10.202.48.177,NCUWLAN,5G,52,,前湖北-外经楼-180-A-FJ-2,RUIJIE-AC,无线/前湖北/外经楼,10.1.0.15,10.155.0.116,"805363674051511787,1,1758026944",57468
离线,12-66-55-8B-85-44,,NCUWLAN,2.4G,,,青山湖北-安保楼-2f-03,NCDX-AC-H3C,无线/青山湖北/安保楼,10.1.0.16,10.76.130.165,,0
离线,82-EB-A2-1C-83-91,,,,,,,NCDX-AC-H3C,,10.1.0.16,,,0
离线,62-EC-71-9B-92-B9,,NCUWLAN,2.4G,,,前湖北-基础教学楼-b1-6f-01,NCDX-AC-H3C,无线/前湖北/基础实验楼,10.1.0.16,10.50.0.24,"601957080932348965,1,1758000549",0
